Time,Value,State,Quality,Reason,Status,Suppression Type
2025-10-25 23:57:00.378,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:56:28.598,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:56:09.146,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:56:08.668,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:55:39.157,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:55:24.107,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:55:23.633,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:54:54.117,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:54:39.078,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:54:38.588,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:54:09.170,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:53:54.109,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:53:53.628,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:53:24.118,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:53:09.077,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:53:08.587,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:52:39.494,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:52:34.183,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:52:34.138,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:51:54.107,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:51:39.342,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:51:39.113,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:51:11.246,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:50:54.036,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:50:53.547,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:50:25.119,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:50:11.017,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:50:10.777,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:49:39.015,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:49:29.861,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:49:29.839,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:48:54.037,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:48:42.693,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:48:42.458,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:48:09.065,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:47:55.334,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:47:55.097,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:47:24.627,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:47:24.418,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:47:24.366,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:46:39.075,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:46:24.460,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:46:24.458,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:45:58.686,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:45:44.596,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:45:44.537,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:45:11.486,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:45:03.622,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:45:03.576,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:44:24.144,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:44:09.076,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:44:08.623,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:43:39.003,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:43:25.248,.53 In.,High High,Good,Timed Report,,
