Time,Value,State,Quality,Reason,Status,Suppression Type
2025-12-14 14:38:32.479,-.86 In.,Low Low,Good,Value Change,,
2025-12-14 14:08:31.368,-.79 In.,Low Low,Good,Value Change,,
2025-12-14 13:38:30.261,-.73 In.,Low Low,Good,Value Change,,
2025-12-14 13:08:29.252,-.68 In.,Low Low,Good,Value Change,,
2025-12-14 12:38:28.143,-.76 In.,Low Low,Good,Value Change,,
2025-12-14 12:08:27.036,-.77 In.,Low Low,Good,Value Change,,
2025-12-14 11:38:25.939,-.76 In.,Low Low,Good,Value Change,,
2025-12-14 11:08:24.932,-.81 In.,Low Low,Good,Value Change,,
2025-12-14 10:38:23.821,-.81 In.,Low Low,Good,Value Change,,
2025-12-14 10:08:25.854,-.75 In.,Low Low,Good,Value Change,,
2025-12-14 09:38:24.745,-.70 In.,Low Low,Good,Value Change,,
2025-12-14 09:08:23.635,-.67 In.,Low Low,Good,Value Change,,
2025-12-14 08:08:21.518,-.65 In.,Low Low,Good,Value Change,,
2025-12-14 07:38:20.409,-.59 In.,Low Low,Good,Value Change,,
2025-12-14 07:08:19.311,-.56 In.,Low Low,Good,Value Change,,
2025-12-14 06:38:18.301,-.49 In.,Low Low,Good,Value Change,,
2025-12-14 06:08:17.192,-.44 In.,Low Low,Good,Value Change,,
2025-12-14 05:38:16.082,-.33 In.,Low Low,Good,Value Change,,
2025-12-14 05:08:15.074,-.30 In.,Low Low,Good,Value Change,,
2025-12-14 04:38:13.963,-.27 In.,Low Low,Good,Value Change,,
2025-12-14 04:08:12.860,-.20 In.,Low Low,Good,Value Change,,
2025-12-14 03:38:11.850,-.13 In.,Low Low,Good,Value Change,,
2025-12-14 03:08:10.740,-.10 In.,Low Low,Good,Value Change,,
2025-12-14 02:38:09.630,.00 In.,Low Low,Good,Value Change,,
2025-12-14 02:08:08.524,.15 In.,Normal,Good,Value Change,,
2025-12-14 01:38:07.515,.13 In.,Normal,Good,Value Change,,
2025-12-14 01:08:06.406,.11 In.,Normal,Good,Value Change,,
2025-12-14 00:38:05.302,.07 In.,Normal,Good,Value Change,,
2025-12-14 00:08:04.295,.03 In.,Normal,Good,Value Change,,
2025-12-13 23:38:03.186,.01 In.,Normal,Good,Value Change,,
2025-12-13 23:08:02.077,-.04 In.,Low Low,Good,Value Change,,
2025-12-13 22:38:01.068,-.10 In.,Low Low,Good,Value Change,,
2025-12-13 22:07:59.960,-.12 In.,Low Low,Good,Value Change,,
2025-12-13 21:37:58.852,-.18 In.,Low Low,Good,Value Change,,
2025-12-13 21:07:57.747,-.23 In.,Low Low,Good,Value Change,,
2025-12-13 20:37:56.739,-.21 In.,Low Low,Good,Value Change,,
2025-12-13 20:07:55.630,-.19 In.,Low Low,Good,Value Change,,
2025-12-13 19:37:54.525,-.24 In.,Low Low,Good,Value Change,,
2025-12-13 19:07:53.516,-.28 In.,Low Low,Good,Value Change,,
2025-12-13 18:37:52.407,-.30 In.,Low Low,Good,Value Change,,
2025-12-13 18:07:51.299,-.35 In.,Low Low,Good,Value Change,,
2025-12-13 17:37:50.290,-.34 In.,Low Low,Good,Value Change,,
2025-12-13 17:07:49.182,-.35 In.,Low Low,Good,Value Change,,
